metric,month,value
value_usd_m,2024-03-01,193.74442890072024
value_usd_m,2024-04-01,214.3571061515737
value_usd_m,2024-05-01,219.86362576145902
value_usd_m,2024-06-01,244.33124658802396
value_usd_m,2024-07-01,240.9258801175796
value_usd_m,2024-08-01,330.14616987530036
value_usd_m,2024-09-01,421.9832753414064
value_usd_m,2024-10-01,292.90520750246014
value_usd_m,2024-11-01,140.96925897612755
value_usd_m,2024-12-01,210.828261866033
value_usd_m,2025-01-01,203.70604201852015
value_usd_m,2025-02-01,166.05733770664423
value_usd_m,2025-03-01,181.1407593975028
value_usd_m,2025-04-01,187.06765531696843
value_usd_m,2025-05-01,205.60365109044335
value_usd_m,2025-06-01,234.07300666206604
value_usd_m,2025-07-01,270.84124326543645
value_usd_m,2025-08-01,375.1925348025562
value_usd_m,2025-09-01,399.5767309317984
value_usd_m,2025-10-01,224.22801143509108
value_usd_m,2025-11-01,147.24554748870668
value_usd_m,2025-12-01,228.93091875343129
value_usd_m,2026-01-01,194.39338860606728
value_usd_m,2026-02-01,153.28801101928843
value_usd_m,2026-03-01,181.18223229456396
